1.582615934846099207e-02	1.133994387348002258e-01
1.353124311858592721e+00	5.897890995171995998e-01
7.581321782397898446e-01	-6.286914455558619830e-01
2.292867188766234132e-01	-1.538648844383219000e-02
1.084728952610081398e+00	1.249934868256492998e-01
1.122115310961898427e+00	4.779690649396349245e-01
1.804028138283644722e+00	4.732635067921752148e-01
1.958215692771947625e+00	8.381642933516809668e-01
1.309459506366990045e+00	3.345071090448717421e-01
1.791738087375680522e+00	5.279334534113493405e-01
1.002673676937267944e+00	-5.399086298842455944e-01
5.916412663468488820e-01	-1.791572091017309409e-01
5.490703747579029903e-01	-7.254257692879231278e-01
-1.027757785073224323e-01	1.117688572639706335e+00
7.747353091914741530e-01	3.394293987601492701e-01
6.760312436930360214e-01	-1.369338609843952226e-01
7.890813015816146025e-01	6.846190309431350318e-01
6.028769127838431441e-01	1.672701836182584334e-01
1.077220300407765174e+00	1.454794113096310904e+00
1.328583091990895637e+00	-9.450858461933100418e-01
1.076893239607310093e+00	4.099850695295679387e-02
1.799126505030626433e+00	2.445056015249852388e-01
1.243005817824307302e+00	-5.920507534514785064e-01
1.340823393820825826e+00	-7.315236412100319940e-01
6.293058815078305113e-01	1.827734077170759808e-01
6.541162697547827642e-01	1.292963024747030565e-01
8.384840183473041275e-02	4.705449974426799131e-01
6.450108526086644201e-01	1.782308517217480182e+00
1.108715008999203944e+00	5.366028138528083913e-01
4.656148141827112230e-01	4.798077554255497090e-01
1.566191690930185176e+00	7.284144271550988536e-01
6.600664056901963672e-01	-8.188966013358437435e-01
1.026609334665309126e+00	1.101861479347275852e-01
6.294877888085713691e-01	-4.807298774426003174e-01
5.820914439332596224e-01	-3.058457849937700757e-01
8.622535349730451326e-01	3.064543036284682054e-01
1.734846568965032976e+00	4.919013900883159041e-01
1.128771830279205579e+00	8.431833053327959515e-01
-3.745376056096050288e-02	1.141412922943927155e+00
1.202355073872590774e+00	9.046403465424526225e-01
1.347228665715443308e+00	1.434284837723169836e+00
9.618573992557714059e-01	1.286680378642826694e+00
1.716184569514966007e+00	-7.275810395705800682e-02
7.000925493309626546e-01	1.604754191738527735e+00
6.498122287288794485e-01	1.392566093157153073e+00
7.737402736851852758e-01	1.076691629192135569e+00
6.800436132772198494e-01	1.295172290179873897e+00
1.346318222307413048e+00	-6.224233442988456044e-01
1.692897243780396854e+00	-1.723331964992946830e-02
1.008134555635127105e+00	-1.368266978649220755e-01
1.188959211590171261e+00	7.409700888284493914e-01
1.050207318205706342e+00	6.811620374278828383e-01
-2.723196887822065260e-01	-2.580216082011911327e-01
1.466672285693185307e+00	1.365057410304457264e+00
1.725432867572233908e+00	3.845522087355446872e-01
-7.019392263705724611e-02	1.172559651656727819e+00
8.200330001510034439e-01	1.117650169562320217e+00
9.632824861469612143e-01	8.522064515827868503e-01
9.220127227983796470e-01	9.078800621074284427e-02
8.915390180510418539e-01	7.006715227853963501e-01
5.816237228216404320e-01	1.040079919240947115e+00
1.039701424213789638e+00	5.287284396421032540e-01
1.375967859851371600e+00	9.343886793467528484e-01
1.026129894861843361e+00	1.825387354272578477e-02
1.741963939383515569e+00	3.579897668646601083e-01
2.653247959142670531e-01	1.340672243957127252e+00
5.626038931867437531e-01	-8.164354113526516299e-01
6.781284320899354512e-01	6.475786984304664484e-01
2.304844482846334364e-01	3.323042101899712497e-01
2.712932599673468226e-01	1.665750555471898098e+00
1.275222578058569756e+00	6.794743484804085520e-01
7.335388018063327964e-01	1.141424345020665365e+00
2.342652947016168608e-01	6.706773956304376005e-01
-4.186821189325318215e-02	1.143112993152998635e+00
5.841628866075859738e-01	1.202442226083505705e+00
6.978152379329841670e-01	1.797313990545202911e-01
6.631531325009024647e-01	6.144821260012658382e-01
1.279241757504685939e+00	4.017280198761100096e-01
1.257129496272946234e+00	1.162746518007574670e+00
8.570006956730825687e-01	7.922879831180139609e-01
4.007664398516472271e-01	1.346583961228759119e+00
-1.820162357978337420e-01	4.397019102445923755e-01
4.882748472615155988e-01	1.065767025137996704e+00
2.870466599912854244e-01	1.382318549995863233e+00
